5214077;Donepezilo;Donepezilo Mylan;Comprimido revestido por película;10 mg;28 unidade(s);50002406
5214101;Donepezilo;Donepezilo Mylan;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5214069;Donepezilo;Donepezilo Mylan;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5214051;Donepezilo;Donepezilo Mylan;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5451000;Donepezilo;Donepezilo Pharmakern;Comprimido orodispersível;10 mg;56 unidade(s);50043692
5450978;Donepezilo;Donepezilo Pharmakern;Comprimido orodispersível;10 mg;28 unidade(s);50043684
5450945;Donepezilo;Donepezilo Pharmakern;Comprimido orodispersível;5 mg;56 unidade(s);50043668
5450937;Donepezilo;Donepezilo Pharmakern;Comprimido orodispersível;5 mg;28 unidade(s);50043650
5247515;Donepezilo;Donepezilo Pharmakern;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5247507;Donepezilo;Donepezilo Pharmakern;Comprimido revestido por película;10 mg;28 unidade(s);50002406
5247465;Donepezilo;Donepezilo Pharmakern;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5247473;Donepezilo;Donepezilo Pharmakern;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5201959;Donepezilo;Donepezilo Ratiopharm;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5201900;Donepezilo;Donepezilo Ratiopharm;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5201868;Donepezilo;Donepezilo Ratiopharm;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5149646;Donepezilo;Donepezilo Sandoz;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5149570;Donepezilo;Donepezilo Sandoz;Comprimido revestido por película;5 mg;7 unidade(s);50002384
5149612;Donepezilo;Donepezilo Sandoz;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5649934;Quetiapina;Quetiapina Bluepharma LP;Comprimido de libertação prolongada;50 mg;60 unidade(s);50049631
5077235;Topiramato;Topiramato Genedec;Comprimido revestido por película;25 mg;60 unidade(s);50016580
5329354;Gabapentina;Gabapentina Germed;Cápsula;300 mg;60 unidade(s);50013122
5515895;Glimepirida;Glimepirida Glimial;Comprimido;2 mg;20 unidade(s);50001230
5729231;Levetiracetam;Levetiracetam Tecnigen;Comprimido revestido por película;250 mg;60 unidade(s);50027689
5467733;Pioglitazona;Pioglitazona Accord;Comprimido;30 mg;28 unidade(s);50021451
5495510;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Teva;Comprimido;16 mg + 12.5 mg;14 unidade(s);50024965
5695010;Furosemida;Entix;Comprimido;40 mg;20 unidade(s);50002341
3950789;Glibenclamida + Metformina;Glucovance;Comprimido revestido por película;2.5 mg + 500 mg;20 unidade(s);50101587
2074797;Haloperidol;Haldol;Comprimido;1 mg;60 unidade(s);50009273
5171533;Metformina;Metformina Aurobindo;Comprimido revestido por película;1000 mg;60 unidade(s);50031171
5572714;Metformina;Metformina Pensa;Comprimido revestido por película;1000 mg;60 unidade(s);50031171
5058623;Risperidona;Risperidona Teva;Comprimido revestido por película;2 mg;60 unidade(s);50014927
5789946;Amoxicilina + Ácido clavulânico;Amoxicilina + Ácido clavulânico Bluepharma;Pó para suspensão oral;125 mg/5 ml + 31.25 mg/5 ml;1 unidade(s) - 100 ml;50001701
8933044;Tri-hexifenidilo;Artane;Comprimido;5 mg;20 unidade(s);50065483
5334586;Ácido valpróico;Depakine Chronosphere;Granulado de libertação modificada;100 mg;30 unidade(s);50040820
5666235;Gliclazida;Gliclazida ratiopharm;Comprimido de libertação modificada;60 mg;30 unidade(s);50052144
5596820;Indapamida;Indapamida Cinfa;Comprimido de libertação prolongada;1.5 mg;10 unidade(s);50008439
4592994;Lisinopril;Lisinopril Jaba 5 mg Comprimidos;Comprimido;5 mg;10 unidade(s);50007483
5776901;Paliperidona;Paliperidona Aldesven;Comprimido de libertação prolongada;3 mg;28 unidade(s);50112872
5742739;Paliperidona;Paliperidona Alter;Comprimido de libertação prolongada;3 mg;28 unidade(s);50112872
5793534;Paliperidona;Paliperidona Pentafarma;Comprimido de libertação prolongada;3 mg;28 unidade(s);50112872
5765524;Paliperidona;Paliperidona Teva;Comprimido de libertação prolongada;3 mg;28 unidade(s);50112872
5669312;Pregabalina;Pregabalina Azevedos;Cápsula;25 mg;56 unidade(s);50105310
5251822;Quetiapina;Quetiapina Aurobindo;Comprimido revestido por película;25 mg;20 unidade(s);50023241
5465505;Quetiapina;Quetiapina ratiopharm;Comprimido revestido por película;25 mg;20 unidade(s);50023241
5150875;Quetiapina;Quetiapina Rocoz;Comprimido revestido por película;25 mg;20 unidade(s);50023241
9497115;Tiaprida;Tiapridal;Solução injetável;100 mg/2 ml;6 unidade(s) - 2 ml;50016415
4391983;Gliclazida;Gliclazida Bluepharma 80 mg Comprimidos;Comprimido;80 mg;20 unidade(s);50028529
5713375;Quetiapina;Quetiapina Rocoz SR;Comprimido de libertação prolongada;300 mg;10 unidade(s);50049739
5701669;Quetiapina;Quetiapina toLife SR;Comprimido de libertação prolongada;50 mg;10 unidade(s);50049615
5425277;Ramipril;Ramipril Aurobindo;Cápsula;2.5 mg;56 unidade(s);50017020
5132725;Ropinirol;Ropinirol Mylan;Comprimido revestido por película;0.5 mg;21 unidade(s);50042157
5051644;Tiaprida;Tiaprida Generis;Comprimido;100 mg;20 unidade(s);50016407
5209242;Claritromicina;Claritromicina Zentiva;Comprimido revestido por película;250 mg;16 unidade(s);50010425
5715487;Glibenclamida;Glibenclamida Generis 2,5 mg Comprimidos;Comprimido;2.5 mg;60 unidade(s);50015362
5467634;Haloperidol;Haldol;Solução oral;2 mg/ml;1 unidade(s) - 30 ml;50009320
9977827;Cloropromazina;Largactil IM;Solução injetável;25 mg/5 ml;6 unidade(s) - 5 ml;50077520
5159066;Lercanidipina;Lercanidipina Jaba;Comprimido revestido por película;10 mg;14 unidade(s);50011057
5425228;Ramipril;Ramipril Aurobindo;Cápsula;1.25 mg;14 unidade(s);50016997
8414508;Clonazepam;Rivotril;Gotas orais, solução;2.5 mg/ml;1 unidade(s) - 10 ml;50084445
9546820;Metformina;Stagid;Comprimido;700 mg;20 unidade(s);50015800
5676226;Zonisamida;Zonisamida Pentafarma;Cápsula;50 mg;14 unidade(s);50107275
5118237;Atenolol;Atenolol Generis 50 mg Comprimidos Revestidos;Comprimido revestido;50 mg;20 unidade(s);50003054
5591656;Candesartan;Candesartan Aurobindo;Comprimido;8 mg;7 unidade(s);50002929
4782082;Gliclazida;Gliclazida GP 80 mg Comprimidos;Comprimido;80 mg;20 unidade(s);50028529
5439419;Lercanidipina;Lercanidipina GP;Comprimido revestido por película;10 mg;14 unidade(s);50011057
5171509;Metformina;Metformina Aurobindo;Comprimido revestido por película;500 mg;20 unidade(s);50009028
5444864;Donepezilo;Donepezilo Teva;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5444831;Donepezilo;Donepezilo Teva;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5444849;Donepezilo;Donepezilo Teva;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5464821;Donepezilo;Donepezilo toLife;Comprimido orodispersível;10 mg;56 unidade(s);50043692
5464805;Donepezilo;Donepezilo toLife;Comprimido orodispersível;5 mg;56 unidade(s);50043668
5464771;Donepezilo;Donepezilo toLife;Comprimido orodispersível;5 mg;28 unidade(s);50043650
5036470;Donepezilo;Donepezilo toLife;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5036363;Donepezilo;Donepezilo toLife;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5036371;Donepezilo;Donepezilo toLife;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5242938;Donepezilo;Donepezilo Vitória;Comprimido revestido por película;10 mg;28 unidade(s);50002406
5242946;Donepezilo;Donepezilo Vitória;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5242904;Donepezilo;Donepezilo Vitória;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5242243;Donepezilo;Donepezilo Vitória;Comprimido revestido por película;5 mg;28 unidade(s);50002376
5414271;Donepezilo;Donepezilo Zentiva;Comprimido revestido por película;10 mg;56 unidade(s);50002414
5414263;Donepezilo;Donepezilo Zentiva;Comprimido revestido por película;10 mg;28 unidade(s);50002406
5414255;Donepezilo;Donepezilo Zentiva;Comprimido revestido por película;5 mg;56 unidade(s);50002392
5414248;Donepezilo;Donepezilo Zentiva;Comprimido revestido por película;5 mg;28 unidade(s);50002376
4025680;Memantina;Ebixa;Solução oral;5 mg/0.5 ml;1 unidade(s) - 50 ml;50035975
5113709;Memantina;Ebixa;Comprimido revestido por película;(5 mg)+(10 mg)+(15 mg)+(20 mg);28 unidade(s);50136810
4159380;Memantina;Ebixa;Comprimido revestido por película;10 mg;56 unidade(s);50032917
4159281;Memantina;Ebixa;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5113725;Memantina;Ebixa;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5020789;Rivastigmina;Exelon;Solução oral;2 mg/ml;1 unidade(s) - 50 ml;50022660
2707784;Rivastigmina;Exelon;Cápsula;1.5 mg;28 unidade(s);50007858
2708089;Rivastigmina;Exelon;Cápsula;3 mg;28 unidade(s);50007777
2708188;Rivastigmina;Exelon;Cápsula;3 mg;56 unidade(s);50007750
2708386;Rivastigmina;Exelon;Cápsula;4.5 mg;28 unidade(s);50007890
2708485;Rivastigmina;Exelon;Cápsula;4.5 mg;56 unidade(s);50007874
2708782;Rivastigmina;Exelon;Cápsula;6 mg;56 unidade(s);50007793
2708683;Rivastigmina;Exelon;Cápsula;6 mg;28 unidade(s);50007815
5789037;Rivastigmina;Exelon;Adesivo transdérmico;13.3 mg/24 h;30 unidade(s);50062158
5493424;Rivastigmina;Exelon;Adesivo transdérmico;13.3 mg/24 h;30 unidade(s);50062158
5064712;Rivastigmina;Exelon;Adesivo transdérmico;4.6 mg/24 h;30 unidade(s);50049909
5064704;Rivastigmina;Exelon;Adesivo transdérmico;4.6 mg/24 h;7 unidade(s);50049895
5788963;Rivastigmina;Exelon;Adesivo transdérmico;4.6 mg/24 h;7 unidade(s);50049895
5788971;Rivastigmina;Exelon;Adesivo transdérmico;4.6 mg/24 h;30 unidade(s);50049909
5064720;Rivastigmina;Exelon;Adesivo transdérmico;9.5 mg/24 h;30 unidade(s);50049925
5789011;Rivastigmina;Exelon;Adesivo transdérmico;9.5 mg/24 h;30 unidade(s);50049925
5747845;Galantamina;Galantamina Aurovitas;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5747860;Galantamina;Galantamina Aurovitas;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5747829;Galantamina;Galantamina Aurovitas;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5086103;Galantamina;Galantamina Azevedos;Comprimido revestido por película;12 mg;56 unidade(s);50025910
5085907;Galantamina;Galantamina Azevedos;Comprimido revestido por película;4 mg;56 unidade(s);50025872
5085865;Galantamina;Galantamina Azevedos;Comprimido revestido por película;4 mg;14 unidade(s);50025864
5086004;Galantamina;Galantamina Azevedos;Comprimido revestido por película;8 mg;56 unidade(s);50025899
5435755;Galantamina;Galantamina Ciclum;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5435763;Galantamina;Galantamina Ciclum;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5435748;Galantamina;Galantamina Ciclum;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5788815;Galantamina;Galantamina Generis;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5788823;Galantamina;Galantamina Generis;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5788807;Galantamina;Galantamina Generis;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5086343;Galantamina;Galantamina Generis;Comprimido revestido por película;12 mg;56 unidade(s);50025910
5086129;Galantamina;Galantamina Generis;Comprimido revestido por película;4 mg;14 unidade(s);50025864
5086145;Galantamina;Galantamina Generis;Comprimido revestido por película;4 mg;56 unidade(s);50025872
5086301;Galantamina;Galantamina Generis;Comprimido revestido por película;8 mg;56 unidade(s);50025899
5339734;Galantamina;Galantamina Krka;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5339775;Galantamina;Galantamina Krka;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5339676;Galantamina;Galantamina Krka;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5414107;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5414164;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5414024;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5380274;Galantamina;Galantamina Sandoz;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5380308;Galantamina;Galantamina Sandoz;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5380266;Galantamina;Galantamina Sandoz;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5594056;Galantamina;Galantamina Teva;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5594429;Galantamina;Galantamina Teva;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5594049;Galantamina;Galantamina Teva;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5565056;Galantamina;Galantamina Zentiva;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5565064;Galantamina;Galantamina Zentiva;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5565049;Galantamina;Galantamina Zentiva;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5492434;Memantina;Memantina Alter;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492442;Memantina;Memantina Alter;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492467;Memantina;Memantina Alter;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5552435;Memantina;Memantina Aluzime;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5552427;Memantina;Memantina Aluzime;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5552468;Memantina;Memantina Aluzime;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5666425;Memantina;Memantina Aristo;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5666441;Memantina;Memantina Aristo;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5579131;Memantina;Memantina Aurobindo;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5579149;Memantina;Memantina Aurobindo;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5579156;Memantina;Memantina Aurobindo;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5706767;Memantina;Memantina Aurovitas;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5579172;Memantina;Memantina Aurovitas;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5579206;Memantina;Memantina Aurovitas;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5492756;Memantina;Memantina Biofarmoz;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492764;Memantina;Memantina Biofarmoz;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492806;Memantina;Memantina Biofarmoz;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5573019;Memantina;Memantina Bluepharma;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5572961;Memantina;Memantina Bluepharma;Comprimido revestido por película;10 mg;30 unidade(s);50032909
5573357;Memantina;Memantina Bluepharma;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5594858;Memantina;Memantina Ciclum;Solução oral;10 mg/ml;1 unidade(s) - 50 ml;50135872
5595038;Memantina;Memantina Ciclum;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5595046;Memantina;Memantina Ciclum;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5595053;Memantina;Memantina Ciclum;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5492269;Memantina;Memantina Farmoz;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492251;Memantina;Memantina Farmoz;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492301;Memantina;Memantina Farmoz;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5744610;Memantina;Memantina Generis;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5744602;Memantina;Memantina Generis;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5744628;Memantina;Memantina Generis;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5492178;Memantina;Memantina GP;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492160;Memantina;Memantina GP;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492210;Memantina;Memantina GP;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5493028;Memantina;Memantina Jaba;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5493036;Memantina;Memantina Jaba;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5493051;Memantina;Memantina Jaba;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5474929;Memantina;Memantina Krka;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5474937;Memantina;Memantina Krka;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5473772;Memantina;Memantina Krka;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5558960;Memantina;Memantina LEK;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5558754;Memantina;Memantina LEK;Comprimido revestido por película;10 mg;30 unidade(s);50032909
5558978;Memantina;Memantina LEK;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5563754;Memantina;Memantina Mylan;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5563770;Memantina;Memantina Mylan;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5563812;Memantina;Memantina Mylan;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5492350;Memantina;Memantina Pentafarma;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492343;Memantina;Memantina Pentafarma;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492376;Memantina;Memantina Pentafarma;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5565155;Memantina;Memantina Pharmakern;Comprimido;10 mg;28 unidade(s);50032909
5565163;Memantina;Memantina Pharmakern;Comprimido;10 mg;56 unidade(s);50032917
5565171;Memantina;Memantina Pharmakern;Comprimido;20 mg;28 unidade(s);50051920
5568639;Memantina;Memantina ratiopharm;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5568647;Memantina;Memantina ratiopharm;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5568654;Memantina;Memantina ratiopharm;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5474853;Memantina;Memantina TAD;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5474846;Memantina;Memantina TAD;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5474879;Memantina;Memantina TAD;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5695713;Memantina;Memantina Tecnigen;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5700612;Memantina;Memantina Tecnigen;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5695721;Memantina;Memantina Tecnigen;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5553268;Memantina;Memantina Teva;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5553276;Memantina;Memantina Teva;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5553300;Memantina;Memantina Teva;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5550421;Memantina;Memantina toLife;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5550413;Memantina;Memantina toLife;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5550447;Memantina;Memantina toLife;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5616040;Memantina;Memantina Vitória;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5616057;Memantina;Memantina Vitória;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5616065;Memantina;Memantina Vitória;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5492665;Memantina;Memantina Zentiva;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5492673;Memantina;Memantina Zentiva;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5492715;Memantina;Memantina Zentiva;Comprimido revestido por película;20 mg;28 unidade(s);50051920
5558853;Memantina;Nemdatine;Comprimido revestido por película;10 mg;56 unidade(s);50032917
5558846;Memantina;Nemdatine;Comprimido revestido por película;10 mg;28 unidade(s);50032909
5558861;Memantina;Nemdatine;Comprimido revestido por película;20 mg;28 unidade(s);50051920
2837888;Rivastigmina;Prometax;Cápsula;1.5 mg;28 unidade(s);50007858
2838282;Rivastigmina;Prometax;Cápsula;3 mg;56 unidade(s);50007750
2838183;Rivastigmina;Prometax;Cápsula;3 mg;28 unidade(s);50007777
2838480;Rivastigmina;Prometax;Cápsula;4.5 mg;28 unidade(s);50007890
2838589;Rivastigmina;Prometax;Cápsula;4.5 mg;56 unidade(s);50007874
2838787;Rivastigmina;Prometax;Cápsula;6 mg;28 unidade(s);50007815
2838886;Rivastigmina;Prometax;Cápsula;6 mg;56 unidade(s);50007793
5552112;Rivastigmina;Prometax;Adesivo transdérmico;13.3 mg/24 h;30 unidade(s);50062158
5067525;Rivastigmina;Prometax;Adesivo transdérmico;4.6 mg/24 h;7 unidade(s);50049895
5067533;Rivastigmina;Prometax;Adesivo transdérmico;4.6 mg/24 h;30 unidade(s);50049909
5067541;Rivastigmina;Prometax;Adesivo transdérmico;9.5 mg/24 h;30 unidade(s);50049925
3418183;Galantamina;Reminyl;Solução oral;4 mg/ml;1 unidade(s) - 100 ml;50025945
5269683;Galantamina;Reminyl;Cápsula de libertação prolongada;16 mg;28 unidade(s);50042360
5270087;Galantamina;Reminyl;Cápsula de libertação prolongada;24 mg;28 unidade(s);50042408
5269485;Galantamina;Reminyl;Cápsula de libertação prolongada;8 mg;28 unidade(s);50041649
5558473;Rivastigmina;Rivastigmina Aurobindo;Cápsula;1.5 mg;28 unidade(s);50007858
5558549;Rivastigmina;Rivastigmina Aurobindo;Cápsula;3 mg;56 unidade(s);50007750
5558556;Rivastigmina;Rivastigmina Aurobindo;Cápsula;3 mg;28 unidade(s);50007777
5558622;Rivastigmina;Rivastigmina Aurobindo;Cápsula;4.5 mg;28 unidade(s);50007890
5558630;Rivastigmina;Rivastigmina Aurobindo;Cápsula;4.5 mg;56 unidade(s);50007874
5558713;Rivastigmina;Rivastigmina Aurobindo;Cápsula;6 mg;56 unidade(s);50007793
5558705;Rivastigmina;Rivastigmina Aurobindo;Cápsula;6 mg;28 unidade(s);50007815
5824271;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;13.3 mg/24 h;30 unidade(s);50062158
5814249;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;4.6 mg/24 h;30 unidade(s);50049909
5603568;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;4.6 mg/24 h;30 unidade(s);50049909
5603576;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;4.6 mg/24 h;7 unidade(s);50049895
5814231;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;4.6 mg/24 h;7 unidade(s);50049895
5814959;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;9.5 mg/24 h;30 unidade(s);50049925
5603634;Rivastigmina;Rivastigmina Bluepharma;Adesivo transdérmico;9.5 mg/24 h;30 unidade(s);50049925
5426226;Rivastigmina;Rivastigmina Ciclum;Cápsula;1.5 mg;28 unidade(s);50007858
5426242;Rivastigmina;Rivastigmina Ciclum;Cápsula;3 mg;28 unidade(s);50007777
5426259;Rivastigmina;Rivastigmina Ciclum;Cápsula;3 mg;56 unidade(s);50007750
5426267;Rivastigmina;Rivastigmina Ciclum;Cápsula;4.5 mg;28 unidade(s);50007890
5426275;Rivastigmina;Rivastigmina Ciclum;Cápsula;4.5 mg;56 unidade(s);50007874
5426309;Rivastigmina;Rivastigmina Ciclum;Cápsula;6 mg;28 unidade(s);50007815
5426317;Rivastigmina;Rivastigmina Ciclum;Cápsula;6 mg;56 unidade(s);50007793
5729637;Rivastigmina;Rivastigmina Generis;Cápsula;1.5 mg;28 unidade(s);50007858
5729876;Rivastigmina;Rivastigmina Generis;Cápsula;3 mg;28 unidade(s);50007777
5729900;Rivastigmina;Rivastigmina Generis;Cápsula;3 mg;56 unidade(s);50007750
5729918;Rivastigmina;Rivastigmina Generis;Cápsula;4.5 mg;28 unidade(s);50007890
5729926;Rivastigmina;Rivastigmina Generis;Cápsula;4.5 mg;56 unidade(s);50007874
5729942;Rivastigmina;Rivastigmina Generis;Cápsula;6 mg;56 unidade(s);50007793
5729934;Rivastigmina;Rivastigmina Generis;Cápsula;6 mg;28 unidade(s);50007815
