33.789.850/0007-65;CONG DAS SERVAS DE MARIA REPARADORAS * HOSP N SRA DORES;CAPINZAL;SC;vendas10@promefarma.com.br
34.109.235/0001-38;DOCTOR HOME SERVICOS MEDICOS LTDA;XANXERE;SC;vendas10@promefarma.com.br
83.627.596/0001-81;FUNDACAO HOSPITALAR DE TRES BARRAS;TRES BARRAS;SC;vendas2@promefarma.com.br
47.078.019/0014-39;HOSPITAL MAHATMA GANDHI;FLORIANOPOLIS;SC;vendas10@promefarma.com.br
08.325.231/0003-49;INSTITUTO DE SAUDE SANTA CLARA;ITAJAI;SC;vendas2@promefarma.com.br
60.975.737/0092-99;SOCIEDADE BENEFICENTE SAO CAMILO;IMBITUBA;SC;vendas2@promefarma.com.br
01.630.921/0002-81;SOCIEDADE PADRE EDUARDO MICHELIS;SAO BENTO DO SUL;SC;vendas2@promefarma.com.br
29.717.524/0001-80;VALE EUROPEU HOSPITALAR S/A*IMIGRANTES HOSP E MATERNIDAD;BRUSQUE;SC;vendas2@promefarma.com.br
85.131.993/0001-93;ASSOCIACAO DE CARIDADE SAO VICENTE DE PAULO;MAFRA;SC;vendas2@promefarma.com.br
82.986.985/0001-30;HOSPITAL ARQUIDIOCESANO CONSUL CARLOS RENAUX;BRUSQUE;SC;vendas2@promefarma.com.br
76.562.198/0003-20;HOSPITAL NOSSA SENHORA DAS GRACAS;JOINVILLE;SC;vendas2@promefarma.com.br
82.602.327/0003-60;UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO;JOINVILLE;SC;vendas2@promefarma.com.br
81.840.340/0001-22;ASSOC  VOLUNT  APOIO E ASSIST A CRIANCA ADOLESCENTES- AVOS;FLORIANOPOLIS;SC;vendas10@promefarma.com.br
84.947.167/0001-54;ASSOCIACAO BENEFICENTE SEARA DO BEM;LAGES;SC;vendas10@promefarma.com.br
39.913.479/0001-92;ASSOCIACAO DO HOSPITAL JARAGUA;JARAGUA DO SUL;SC;vendas2@promefarma.com.br
24.006.302/0002-16;I.D.E.A.S - INSTITUTO DESENVOLVIMENTO ENSINO E ASSISTENCIA A;CRICIUMA;SC;vendas2@promefarma.com.br
86.552.809/0003-03;INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL;VIDEIRA;SC;vendas10@promefarma.com.br
77.858.611/0014-14;UNIMED GRANDE FLORIANOPOLIS - COOP DE TRABALHO MEDICO;SAO JOSE;SC;vendas10@promefarma.com.br
95.991.113/0001-02;FUNDACAO HOSPITALAR DE CURITIBANOS;CURITIBANOS;SC;vendas10@promefarma.com.br
84.592.369/0009-88;FUNDACAO UNIVERSIDADE DO OESTE SANTA CATARINA;JOACABA;SC;vendas10@promefarma.com.br
24.006.302/0004-88;I.D.E.A.S - INSTITUTO DES ENSINO E ASSISTENCIA A;JAGUARUNA;SC;vendas2@promefarma.com.br
08.776.971/0002-10;INSTITUTO SANTE * HOSPITAL SAO LUIZ;CAMPO ALEGRE;SC;vendas2@promefarma.com.br
86.437.845/0001-64;SOCIEDADE BENEFICENTE SANTA TERESINHA;BRACO DO NORTE;SC;vendas2@promefarma.com.br
82.996.703/0003-48;UNIMED CRICIUMA COOPERATIVA DE TRABALHO;CRICIUMA;SC;vendas2@promefarma.com.br
01.554.266/0001-49;UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MEDICO;BRUSQUE;SC;vendas2@promefarma.com.br
60.922.168/0052-26;ASSOC CONGREGACAO DE SANTA CATARINA * HOSP STA ISABEL;BLUMENAU;SC;vendas10@promefarma.com.br
17.757.127/0001-52;ASSOCIACAO FRAIBURGUENSE DE SAUDE COLETIVA - AFSC;FRAIBURGO;SC;vendas10@promefarma.com.br
85.461.093/0005-38;ASSOCIACAO HOSPITALAR E EDUCACIONAL DE POMERODE;POMERODE;SC;vendas2@promefarma.com.br
03.922.827/0002-21;CLINICA DE PROCTOLOGIA E CIRURGIA GERAL BUCHEN S/S;BLUMENAU;SC;vendas2@promefarma.com.br
80.754.286/0001-30;CLINICA MEDICA ANA CAROLINA LTDA;LAGES;SC;vendas10@promefarma.com.br
18.651.247/0001-33;HOSPITAL DA PLASTICA INCUTIS;CHAPECO;SC;vendas10@promefarma.com.br
08.776.971/0005-63;INSTITUTO SANTE * HOSPITAL SANTO ANTONIO;GUARAMIRIM;SC;vendas2@promefarma.com.br
12.846.027/0001-89;ASSOC HOSPITALAR SAO JOSE DE JARAGUA DO SUL;JARAGUA DO SUL;SC;vendas2@promefarma.com.br
03.738.703/0002-90;CLINICA MEDICA PATCH ADAMS S/S LTDA;BALNEARIO CAMBORIU;SC;vendas2@promefarma.com.br
86.404.597/0001-55;HOSPITAL TROMBUDO CENTRAL;TROMBUDO CENTRAL;SC;vendas2@promefarma.com.br
23.199.358/0001-90;HOSPITAL SAO LUCAS LTDA ** MARAU;MARAU;RS;vendas3@promefarma.com.br
20.533.295/0002-50;FUNDACAO EDUCACIONAL ALTO MEDIO SAO FRANCISCO * FILIAL;CANOAS;RS;vendas3@promefarma.com.br
13.338.450/0001-30;DMT ­ SERVICOS DE ENFERMAGEM S/S LTDA ­ ME;BALNEARIO CAMBORIU;SC;comercial3@promefarma.com.br
00.773.639/0016-96;CENTRO CLINICO GAUCHO LTDA;SAO LEOPOLDO;RS;vendas3@promefarma.com.br
01.607.538/0001-21;HOSPITAL CARDIOLOGICO COSTANTINI LTDA;CURITIBA;PR;comercial3@promefarma.com.br
77.799.823/0001-53;HOSPITAL DAS NACOES LTDA;CURITIBA;PR;comercial3@promefarma.com.br
85.514.370/0001-08;HOSPITAL PARANAENSE DE OTORRINOLARINGOLOGIA LTDA;CURITIBA;PR;comercial3@promefarma.com.br
24.568.052/0001-27;KARPINSKI & BARBOSA MED SERVICOS MEDICOS S/S LTDA;CURITIBA;PR;comercial3@promefarma.com.br
76.591.569/0001-30;ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO;CURITIBA;PR;vendas9@promefarma.com.br
76.659.820/0002-32;ASSOCIACAO PARANAENSE DE CULTURA -CAJURU;CURITIBA;PR;comercial3@promefarma.com.br
76.882.612/0014-31;CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;CURITIBA;PR;vendas9@promefarma.com.br
76.562.198/0001-69;HOSPITAL NOSSA SENHORA DAS GRACAS * CURITIBA;CURITIBA;PR;comercial3@promefarma.com.br
76.498.013/0001-02;HOSPITAL NOSSA SENHORA DO PILAR;CURITIBA;PR;comercial3@promefarma.com.br
09.268.215/0020-25;INCS - INSTITUTO NACIONAL DE CIENCIAS DA SAUDE;PIRAQUARA;PR;comercial3@promefarma.com.br
08.853.496/0001-58;IDF - INSTITUTO DOUTOR FEITOSA;TELEMACO BORBA;PR;vendas4@promefarma.com.br
60.967.551/0021-02;INSTITUTO PRESBITERIANO MACKENZIE;CURITIBA;PR;comercial3@promefarma.com.br
75.802.348/0001-00;MATERNIDADE E CIRURGIA N. S. DO ROCIO S/A;CAMPO LARGO;PR;comercial3@promefarma.com.br
78.944.691/0001-79;POLICLINICA CAPAO RASO LTDA - EPP;CURITIBA;PR;comercial3@promefarma.com.br
76.440.577/0001-86;CLINICA HEIDELBERG LTDA - EPP;CURITIBA;PR;comercial3@promefarma.com.br
76.882.612/0009-74;CLINIPAM - CLINICA PARANAENSE DE ASSIST  MEDICA LTDA;CURITIBA;PR;vendas9@promefarma.com.br
76.882.612/0043-76;CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;CURITIBA;PR;comercial3@promefarma.com.br
14.472.834/0001-04;HOSPITAL FIRENZE LTDA;CURITIBA;PR;comercial3@promefarma.com.br
76.530.518/0001-07;HOSPITAL XV LTDA;CURITIBA;PR;comercial3@promefarma.com.br
00.942.063/0001-67;INSTITUTO DE NEUROLOGIA DE CURITIBA S.A.;CURITIBA;PR;comercial3@promefarma.com.br
76.591.049/0001-28;LIGA PARANAENSE DE COMBATE AO CANCER;CURITIBA;PR;comercial3@promefarma.com.br
80.352.925/0001-30;HOSPITAL SUGISAWA LTDA;CURITIBA;PR;vendas9@promefarma.com.br
09.268.215/0014-87;INCS - INSTITUTO NACIONAL DE CIENCIAS DA SAUDE;CURITIBA;PR;comercial3@promefarma.com.br
76.613.835/0009-36;IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA * UNICA;CURITIBA;PR;comercial3@promefarma.com.br
02.862.447/0002-86;NOSSA SAUDE OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SA;CURITIBA;PR;comercial3@promefarma.com.br
76.659.820/0023-67;ASSOCIACAO PARANAENSE DE CULTURA - APC;CURITIBA;PR;comercial3@promefarma.com.br
76.104.058/0001-47;HOSPITAL DE OLHOS DO PARANA LTDA;CURITIBA;PR;comercial3@promefarma.com.br
00.694.303/0001-51;SMA - EMPREENDIMENTOS E PARTICIPACOES S.A;CURITIBA;PR;vendas9@promefarma.com.br
01.264.198/0001-83;AW ASSISTENCIA A SAUDE S/S  LTDA;CURITIBA;PR;comercial3@promefarma.com.br
03.872.790/0003-55;GLOBAL CARE ASSISTENCIA DOMICILIAR LTDA;CURITIBA;PR;comercial3@promefarma.com.br
16.789.560/0001-07;INTENSIVA CLINICA VETERINARIA S/S LTDA;CURITIBA;PR;comercial3@promefarma.com.br
08.689.079/0001-11;HOSPITAL DO ROCIO LTDA;CAMPO LARGO;PR;comercial3@promefarma.com.br
76.717.040/0001-10;PARANA CLINICAS LTDA;CURITIBA;PR;vendas9@promefarma.com.br
07.070.735/0001-30;ASSOCIACAO SAN JULIAN AMIGOS E COLABORADORES;PIRAQUARA;PR;comercial3@promefarma.com.br
05.503.803/0001-82;BABY CARE PRESTADORA DE SERVICOS DE SAUDE LTDA;CURITIBA;PR;comercial3@promefarma.com.br
07.404.052/0006-87;CRUZ VERMELHA BRASILEIRA - FL PR * CASTRO PR;CASTRO;PR;comercial3@promefarma.com.br
81.190.449/0002-42;FUNDACAO ESTUDOS DOENCAS DO FIGADO KOUTOLAS/RIBEIRO * CENTRO;CURITIBA;PR;comercial3@promefarma.com.br
81.190.449/0004-04;FUNDACAO ESTUDOS DOENCAS DO FIGADO KOUTOLAS/RIBEIRO * CIC;CURITIBA;PR;comercial3@promefarma.com.br
76.562.198/0002-40;HOSPITAL NOSSA SENHORA DAS GRACAS - MATER DEI;CURITIBA;PR;comercial3@promefarma.com.br
06.943.723/0001-00;HOSPITAL VITA BATEL S/A;CURITIBA;PR;vendas9@promefarma.com.br
80.238.926/0001-59;SANTA CASA MISERICORDIA DE PONTA GROSSA;PONTA GROSSA;PR;vendas3@promefarma.com.br
53.221.255/0061-81;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;OBIDOS;PA;vendas6@promefarma.com.br
78.633.088/0001-76;INSTITUTO DE CANCER DE LONDRINA;LONDRINA;PR;vendas9@promefarma.com.br
08.271.755/0001-32;HOSPITAL ARAUCARIA DE LONDRINA LTDA;LONDRINA;PR;vendas9@promefarma.com.br
15.505.738/0001-88;HOSPITAL SAO CAMILO LTDA;DOURADOS;MS;vendas2@promefarma.com.br
76.613.835/0007-74;IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA;COLOMBO;PR;comercial3@promefarma.com.br
00.208.932/0001-24;CLINIRAD CLINICA DE RADIOTERAPIA LTDA;CAMPINA GRANDE DO SUL;PR;comercial3@promefarma.com.br
00.529.293/0002-80;CLINICA DE OLHOS DE CURITIBA E INST DE CORNEA E CAT S/S LTDA;CAMPO LARGO;PR;comercial3@promefarma.com.br
81.644.718/0001-12;ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA;UNIAO DA VITORIA;PR;vendas4@promefarma.com.br
77.812.519/0001-07;SOCIEDADE HOSPITALAR BELTRONENSE LTDA;FRANCISCO BELTRAO;PR;vendas4@promefarma.com.br
78.077.906/0001-00;ASSOCIACAO DA SANTA CASA DE IBIPORA;IBIPORA;PR;vendas4@promefarma.com.br
80.234.826/0011-26;HOSPITAL E MATERNIDADE NOSSA SENHORA DA LUZ;MEDIANEIRA;PR;vendas4@promefarma.com.br
75.683.276/0001-10;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PRUDENTOPOLIS;PRUDENTOPOLIS;PR;vendas4@promefarma.com.br
75.349.795/0001-47;FUNDACAO HOSPITALAR DE ASTORGA  * HOSP CRISTO REI;ASTORGA;PR;vendas4@promefarma.com.br
77.893.469/0001-21;HOSPITAL DE CARIDADE SAO VICENTE DE PAULO;GUARAPUAVA;PR;vendas4@promefarma.com.br
60.214.517/0016-91;UNIMED SAO JOSE DOS CAMPOS - COOP DE TRABALHO MED;SAO JOSE DOS CAMPOS;SP;vendas6@promefarma.com.br
76.681.139/0001-00;HOSPITAL E MATERNIDADE SANTA BRIGIDA S/A;CURITIBA;PR;comercial3@promefarma.com.br
80.562.671/0001-85;ANDROLAB CLIN LAB ANDROLOGIA S/C LTDA;CURITIBA;PR;vendas4@promefarma.com.br
61.699.567/0020-55;SPDM - ASSOC PAULISTA PARA DESENV DA MEDICINA;SAO PAULO;SP;hospitalar3@promefarma.com.br
07.039.651/0001-34;SAO BERNARDO APART HOSPITAL S/A;COLATINA;ES;vendas4@promefarma.com.br
00.394.700/0003-70;SECRETARIA DE SAUDE DO DF - HR PARANOA;BRASILIA;DF;hospitalar3@promefarma.com.br
76.704.840/0001-05;CLINICA RADIOLOGICA CURITIBA S.S. - ME;ARAUCARIA;PR;vendas4@promefarma.com.br
00.304.148/0001-10;FUNDACAO DE SAUDE ITAIGUAPY;FOZ DO IGUACU;PR;vendas9@promefarma.com.br
24.006.302/0011-07;I.D.E.A.S - INSTITUTO DESENV  ENSINO E ASSIS A SAUDE;RIO DE JANEIRO;RJ;vendas8@promefarma.com.br
08.850.962/0002-22;INSTITUTO D OR DE GESTAO DE SAUDE PUBLICA;RIO DE JANEIRO;RJ;vendas8@promefarma.com.br
44.595.700/0001-41;FUNDACAO CENTRO MEDICO DE CAMPINAS;CAMPINAS;SP;vendas6@promefarma.com.br
45.272.366/0015-53;UNIMED DE ARARAQUARA COOP TRABALHO MEDICO;ARARAQUARA;SP;vendas10@promefarma.com.br
04.275.687/0001-29;ALBERT SABIN HOSPITAL E MATERNIDADE LTDA;ATIBAIA;SP;vendas6@promefarma.com.br
04.295.265/0001-15;ASSOCIACAO SANTA MARIA DE SAUDE;JAGUARIUNA;SP;vendas6@promefarma.com.br
60.194.990/0011-40;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;CARAGUATATUBA;SP;vendas6@promefarma.com.br
19.878.404/0022-35;FUNDACAO SAO FRANCISCO XAVIER;CUBATAO;SP;vendas8@promefarma.com.br
71.485.056/0004-74;IRM DA SANTA CASA DE MISERICORDIA DE SOROCABA;SOROCABA;SP;vendas6@promefarma.com.br
71.485.056/0001-21;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DO SOROCABA;SOROCABA;SP;vendas6@promefarma.com.br
52.543.766/0001-16;SANTA CASA DE MISERICORDIA DE MOGI DAS CRUZES;MOGI DAS CRUZES               ;SP;vendas6@promefarma.com.br
50.819.523/0001-32;GRUPO DE PESQUISA E ASSISTENCIA AO CANCER INFANTIL;SOROCABA;SP;vendas6@promefarma.com.br
50.944.198/0001-30;HOSPITAL DE CARIDADE SAO VICENTE DE PAULO;JUNDIAI;SP;vendas6@promefarma.com.br
03.969.808/0015-75;INSTITUTO SOCRATES GUANAES - ISG;CARAGUATATUBA;SP;vendas6@promefarma.com.br
54.848.361/0001-11;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRASSUNUNGA;PIRASSUNUNGA;SP;vendas6@promefarma.com.br
32.440.968/0020-98;UNIMED SUL CAPIXABA - COOPERATIVA DE TRABALHO MEDICO;CACHOEIRO DE ITAPEMIRIM;ES;vendas4@promefarma.com.br
21.539.905/0001-04;AZUL EMERGENCIAS MEDICAS LTDA;SAO PAULO;SP;vendas6@promefarma.com.br
10.946.361/0002-60;INSTITUTO DIRETRIZES;BARUERI;SP;vendas6@promefarma.com.br
03.969.808/0009-27;INSTITUTO SOCRATES GUANAES - ISG - HOSPITAL REGIONAL JORGE R;ITANHAEM;SP;vendas6@promefarma.com.br
27.502.715/0001-07;FUNDACAO SOCIAL RURAL DE COLATINA;COLATINA;ES;vendas4@promefarma.com.br
90.730.508/0001-38;ASSOCIACAO HOSPITAL CARIDADE DE IJUI;IJUI;RS;vendas9@promefarma.com.br
46.124.624/0025-99;UNIMED CAMPINAS COOPERATIVA DE TRABALHO MEDICO;SUMARE;SP;vendas6@promefarma.com.br
03.276.524/0001-06;ASSOCIACAO BENEFICENTE SANTA CASA DE CAMPO GRANDE;CAMPO GRANDE;MS;vendas2@promefarma.com.br
60.003.761/0001-29;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;SAO JOSE DO RIO PRETO;SP;vendas6@promefarma.com.br
47.844.287/0001-08;IRMANDADE DA SANTA CASA DE MISERICORDIA DE FERNANDOPOLIS;FERNANDOPOLIS;SP;vendas6@promefarma.com.br
59.610.394/0001-42;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO CARLOS;SAO CARLOS;SP;vendas6@promefarma.com.br
28.290.788/0001-37;ONCO STAR SP ONCOLOGIA LTDA * HOSPITAL ONCO STAR;SAO PAULO;SP;vendas6@promefarma.com.br
49.150.352/0002-01;FUNDACAO PIO XII * BARRETOS;BARRETOS;SP;vendas6@promefarma.com.br
64.037.971/0001-99;CENEVALE CENT.NEFROLOGIA DO VALE DO RIBEIRA S/C LT;PARIQUERA-ACU;SP;vendas6@promefarma.com.br
44.563.716/0008-49;INSTITUTO NAC DE PESQUISA E GESTAO EM SAUDE - INSAUDE;MIRASSOL;SP;vendas6@promefarma.com.br
