CODIGO_INTERNO,EAN,RMS,NOME_COMERCIAL,APRESENTACAO,MARCA,DESCRICAO,UNIDADE,PRD_QT_EQUIVALENTE
162,7898208141341,1140200130065,GENTAMICIN,AMPOLA,NOVA FARMA,GENTAMICINA INJETAVEL 40MG 1ML,AMPOLA,50
168,7896112125013,1037001000051,BEPEBEN,FRASCO AMPOLA,TEUTO,PENIC.G.BENZ. 600.000UI INJETAVEL S/DILUENTE,FRASCO AMPOLA,50
169,7896006238973,1049701550031,CLORPROMAZ,AMPOLA,UNIAO QUIMICA,CLORPROMAZINA INJETAVEL 25MG/5ML (C1)***,AMPOLA,50
170,7896006260370,1049701910095,UNI HALOPER,AMPOLA,UNIAO QUIMICA,HALOPERIDOL INJETAVEL 5MG/ML 1ML (C1)***,AMPOLA,50
172,7896676402742,1029801240054,NAUSEDRON,AMPOLA,CRISTALIA,ONDANSETRONA INJETAVEL 8MG/4ML,AMPOLA,50
181,7896112189855,1037003140088,GENÉRICO,AMPOLA,TEUTO,DICLOFENACO POTASSICO INJETAVEL 75MG/3ML (G),AMPOLA,100
188,7896006261629,1049711330016,DECAN HALOPER,AMPOLA,UNIAO QUIMICA,HALOPERIDOL DECANOATO INJETAVEL 50MG/ML 1ML  (C1)***,AMPOLA,3
189,7896006232667,1049713420039,GENERICO,AMPOLA,UNIAO QUIMICA,BROMOPRIDA INJETAVEL 5MG/ML 2ML (G),AMPOLA,50
191,7896006238690,1049702610011,UNIFEDRINE,AMPOLA,UNIAO QUIMICA,EFEDRINA INJETAVEL 50MG/ML 1ML D1***,AMPOLA,25
193,7896006212706,1049712200019,ETILEFRIL,AMPOLA,UNIAO QUIMICA,ETILEFRINA INJETAVEL EV/IM 10MG/ML 1ML,AMPOLA,6
216,7896112190721,1037003900041,GENERICO,AMPOLA,TEUTO,HALOPERIDOL INJETAVEL 5MG/ML 1ML (G) (C1)***,AMPOLA,60
217,7896676411096,1029803200033,GENERICO,FRASCO AMPOLA,CRISTALIA,CETOPROFENO INJETAVEL IV 100MG (PO LIOF.) (G),FRASCO AMPOLA,50
226,7898123907848,1134301520018,GENERICO,AMPOLA,HIPOLABOR,DIAZEPAM INJETAVEL 10MG/2ML (G) (B1)***,AMPOLA,100
227,7898123907473,1134301430035,GENERICO,AMPOLA,HIPOLABOR,MIDAZOLAM INJETAVEL 5MG/5ML (G) (B1)***,AMPOLA,100
228,7898123907466,1134301430061,GENERICO,AMPOLA,HIPOLABOR,MIDAZOLAM INJETAVEL 15MG/3ML (G) (B1)***,AMPOLA,100
231,7898122910993,1038700110023,HYTROPIN,AMPOLA,HYPOFARMA,"SULFATO DE ATROPINA INJETAVEL 0,5MG 1ML",AMPOLA,100
240,7896112190691,1037005020063,GENERICO,AMPOLA,TEUTO,TRAMADOL INJETAVEL 100MG/2ML (G) (A2)***,AMPOLA,60
241,7896112190684,1037005020039,GENERICO,AMPOLA,TEUTO,TRAMADOL INJETAVEL 50MG/1ML (G) (A2)***,AMPOLA,60
242,7896006245452,1049713130022,GENERICO,AMPOLA,UNIAO QUIMICA,TRAMADOL INJETAVEL 50MG/1ML (G) (A2)***,AMPOLA,50
243,7896032000551,1072502940071,CLORETO DE SODIO,FRASCO,BASA,"SORO FISIOLOGICO 0,9% 500ML INJETAVEL FRASCO SIST. FECHADO",FRASCO,24
244,7896112116080,1037003480131,TRIAXON,AMPOLA,TEUTO,CEFTRIAXONA INJETAVEL 500MG IV S/DILUENTE,AMPOLA,50
254,7898216362493,1410700260021,BIPROSLAM,AMPOLA,PHARLAB,BETAMETASONA INJETAVEL 5MG/ML+2MG/ML 1ML,AMPOLA,50
257,7896006232575,1049702040035,DORMIUM,AMPOLA,UNIAO QUIMICA,MIDAZOLAM INJETAVEL 15MG/3ML (B1)***,AMPOLA,5
259,7896006221609,1049711730022,BETA-LONG,AMPOLA,UNIAO QUIMICA,BETAMETASONA INJETAVEL 3+3MG/ML 1ML,AMPOLA,25
264,7898123906995,1134301190026,GENERICO,AMPOLA,HIPOLABOR,GENTAMICINA INJETAVEL 80 MG/2ML (G),AMPOLA,100
267,7898123909033,1134301510020,GENERICO,AMPOLA,HIPOLABOR,FENTANILA 50UG/ML 2ML INJETAVEL (G) (A1)***,AMPOLA,50
269,7898123907893,1134301250029,GENERICO,AMPOLA,HIPOLABOR,BROMETO DE N-BUTIL ESCOPOLAMINA INJETAVEL 1ML (G),AMPOLA,100
279,7898208146797,1140200580028,GENERICO,AMPOLA,NOVA FARMA,NOREPINEFRINA INJETAVEL 2MG/ML 4ML IV (G),AMPOLA,50
281,7898148292004,1256801500099,GENERICO,COMPRIMIDO,PRATI DONADUZZI,CIPROFLOXACINO 500MG COMPRIMIDO (G),COMPRIMIDO,300
282,7898470680807,1134301510047,GENERICO,AMPOLA,HIPOLABOR,FENTANILA 50UG/ML 10ML INJETAVEL (G) (A1)***,AMPOLA,50
283,7898123906384,1134301160046,GENERICO,AMPOLA,HIPOLABOR,DOPAMINA INJETAVEL 50MG/10ML IV (G),AMPOLA,100
284,7898208142461,1140200320069,,AMPOLA,NOVA FARMA,PENIC.G.PROCAINA 400.000UI INJETAVEL S/DILUENTE,AMPOLA,50
285,0000000000285,1037001000017,BEPEBEN,AMPOLA,TEUTO,PENIC.G.BENZ. 600.000UI INJETAVEL C/DILUENTE,AMPOLA,50
289,7898122911884,1038700440014,GENERICO,AMPOLA,HYPOFARMA,RANITIDINA INJETAVEL 50MG/2ML (G),AMPOLA,100
298,7896241237557,1097401750041,NORMASTIG,AMPOLA,UNIAO QUIMICA,"NEOSTIGMINA INJETAVEL 0,5MG/ML 1ML IM/IV",AMPOLA,50
302,7896112125969,1037004630062,ANDROCORTIL,FRASCO AMPOLA,TEUTO,HIDROCORTISONA INJETAVEL 500MG S/DILUENTE,FRASCO AMPOLA,50
305,7898123907688,1134301270046,GENERICO,AMPOLA,HIPOLABOR,ONDANSETRONA INJETAVEL 8MG/4ML (G),AMPOLA,100
315,7898123905905,1134301170025,GENERICO,UNIDADE,HIPOLABOR,DOBUTAMINA INJETAVEL 250MG/20ML (G),UNIDADE,10
322,7898123907480,1134301430086,GENERICO,AMPOLA,HIPOLABOR,MIDAZOLAM INJETAVEL 50MG/10ML (G) (B1)***,AMPOLA,100
323,7896676415452,1029803710015,HEMOFOL,FRASCO AMPOLA,CRISTALIA,HEPARINA INJETAVEL 5000UI/ML 5ML,FRASCO AMPOLA,25
327,7898505090304,1779400030017,NOREGYNA,AMPOLA,MABRA,ESTRADIOL + NORETIST. 5MG+50MG/ML IM (NOREGYNA) INJ.,AMPOLA,1
328,7898208141334,1140200130057,GENTAMICIN,AMPOLA,NOVA FARMA,GENTAMICINA INJETAVEL 20MG 1ML,AMPOLA,50
333,17898415826014,1559200030059,BICARBONATO DE SODIO,AMPOLA,SAMTEC,"BICARBONATO DE SODIO 8,4% INJETAVEL 10ML",AMPOLA,200
334,7898166040434,1108500090057,FARMACE GLICOSE,AMPOLA,FARMACE,GLICOSE 25% INJETAVEL 10ML,AMPOLA,200
341,7896006259732,1049713170016,ACETILCISTEINA,AMPOLA,UNIAO QUIMICA,ACETILCISTEINA SOL. INJETAVEL 10% 3ML (G),AMPOLA,5
343,0000000000343,103870055,,AMPOLA,HYPOFARMA,"BUPIVACAINA HIPERBARICA 0,5% INJETAVEL 4ML (G)",AMPOLA,50
345,7898166040342,1108500010037,CLORETO DE SODIO,AMPOLA,FARMACE,"CLORETO DE SODIO 0,9% INJETAVEL 10ML",AMPOLA,200
347,7898123909026,1134301510012,GENERICO,AMPOLA,HIPOLABOR,FENTANILA 50UG/ML 5ML INJETAVEL (G) (A1)***,AMPOLA,25
348,7898123906100,1134301300034,GENERICO,AMPOLA,HIPOLABOR,BROMOPRIDA INJETAVEL 5MG/ML 2ML (G),AMPOLA,100
358,7896006252160,1049700040097,ARTRINID,FRASCO AMPOLA,UNIAO QUIMICA,CETOPROFENO INJETAVEL IV 100MG (PO LIOF.),FRASCO AMPOLA,50
360,7896112151982,1037002870120,GENERICO,AMPOLA,TEUTO,"DEXAMETASONA INJETAVEL 4MG/ML 2,5ML (G)",AMPOLA,120
363,7896006238737,1049700200124,CORTISONAL,AMPOLA,UNIAO QUIMICA,HIDROCORTISONA INJETAVEL 500MG S/DILUENTE,AMPOLA,50
364,7898166041004,1108500180048,DIPIFARMA,AMPOLA,FARMACE,DIPIRONA INJETAVEL 500MG/ML 2ML,AMPOLA,100
365,7896112183693,1037002810063,GENERICO,AMPOLA,TEUTO,METOCLOPRAMIDA INJETAVEL 10MG/2ML (G),AMPOLA,120
367,7898166040380,1108500010096,CLORETO DE SODIO,AMPOLA,FARMACE,CLORETO DE SODIO 20% INJETAVEL 10ML,AMPOLA,200
369,7896676405255,1029800770025,NEOCAINA PESADA,AMPOLA,CRISTALIA,"BUPIVACAINA PESADA 0,5% SP INJETAVEL 4ML",AMPOLA,40
375,7898123906308,1134301290020,ESKAVIT,AMPOLA,HIPOLABOR,VITAMINA K INJETAVEL 10MG/ML 1ML IM/SC,AMPOLA,50
415,7891142128638,1781707750020,CELESTONE SOLUSPAN,AMPOLA,MANTECORP,BETAMETASONA INJETAVEL 3+3MG/ML 1ML,AMPOLA,1
416,7897406113068,1006302220024,GENERICO,FRASCO,BIOCHIMICO,ISOFLURANO INALANTE 100ML (G) (C1)***,FRASCO,1
428,7896242151708,1890000430015,VASOTON,AMPOLA,ARISTON,"VERAPAMIL INJETAVEL 2,5MG/ML 2ML",AMPOLA,5
430,7898415821012,1559200020045,AGUA PARA INJETAVEIS,AMPOLA,SAMTEC,AGUA BIDESTILADA INJETAVEL PLASTICO 10ML,AMPOLA,200
438,7898404220147,1018600120021,SANTIDOR,AMPOLA,SANTISA,DIPIRONA INJETAVEL 500MG/ML 2ML,AMPOLA,100
439,7898166040670,1108500260033,GENERICO,AMPOLA,FARMACE,BROMETO DE N-BUTIL ESCOPOLAMINA+DIPIRONA INJ 5ML (G),AMPOLA,100
440,7898123905219,1134301020015,GENERICO,FRASCO AMPOLA,HIPOLABOR,LIDOCAINA 2% S/V INJETAVEL 20ML IV (G),FRASCO AMPOLA,25
442,7896112142973,1037000280059,HIOSPAN COMPOSTO,AMPOLA,TEUTO,BROMETO DE N-BUTIL ESCOPOLAMINA+DIPIRONA INJ. 5ML,AMPOLA,100
445,7898166040328,1108500110066,FARMACE -AGUA PARA I,AMPOLA,FARMACE,AGUA BIDESTILADA INJETAVEL PLASTICO 10ML,AMPOLA,200
448,7896727841308,1031100111683,CLORETO DE SÓDIO,UNIDADE,HALEXISTAR,"SORO FISIOLOGICO 0,9% 250ML BOLSA SIST. FECHADO",UNIDADE,1
451,7896006213543,1049700040062,ARTRINID,AMPOLA,UNIAO QUIMICA,CETOPROFENO INJETAVEL IM 50MG/ML 2ML,AMPOLA,50
452,7896676425772,1029803710066,HEMOFOL,AMPOLA,CRISTALIA,"HEPARINA INJETAVEL SUBCUTANEA 5000UI/0,25ML",AMPOLA,36
455,7896006239239,1049700200094,CORTISONAL,AMPOLA,UNIAO QUIMICA,HIDROCORTISONA INJETAVEL 100MG S/DILUENTE,AMPOLA,50
456,7897406114393,1006302270021,GENERICO,FRASCO AMPOLA,BIOCHIMICO,CEFEPIMA PO INJETAVEL 1GR (G),FRASCO AMPOLA,50
481,7896112192114,1037002990193,GENERICO,FRASCO AMPOLA,TEUTO,"AMPICILINA INJETAVEL 0,5GR S/DILUENTE (G)",FRASCO AMPOLA,50
484,7896112125051,1037001000092,BEPEBEN,FRASCO AMPOLA,TEUTO,PENIC.G.BENZ. 1.200.000UI INJETAVEL S/DILUENTE,FRASCO AMPOLA,50
486,7898208141150,1140200090039,OXACILIL,AMPOLA,NOVA FARMA,OXACILINA INJETAVEL 500MG IM/IV S/DILUENTE,AMPOLA,50
491,7896137123780,1071402130061,PROMETAZOL,AMPOLA,SANVAL,PROMETAZINA INJETAVEL 50MG 2ML,AMPOLA,100
497,7898901848998,1556200280018,GENERICO,FRASCO AMPOLA,ABL,CEFALOTINA INJETAVEL 1G S/DILUENTE (G),FRASCO AMPOLA,50
501,7896112190707,1037002970060,GENERICO,AMPOLA,TEUTO,AMICACINA INJETAVEL 250MG/ML 2ML (G),AMPOLA,50
502,7896112125952,1037004630046,ANDROCORTIL,FRASCO AMPOLA,TEUTO,HIDROCORTISONA INJETAVEL 100MG S/DILUENTE,FRASCO AMPOLA,50
506,7896112126591,1037002850030,GENERICO,AMPOLA,TEUTO,CIMETIDINA INJETAVEL 150MG/ML  2ML (G),AMPOLA,120
511,7898166040427,1108500150092,CLORETO DE POTASSIO,AMPOLA,FARMACE,"CLORETO DE POTASSIO 19,1% INJETAVEL 10ML",AMPOLA,200
525,7898208148678,1140200630051,GENERICO,FRASCO AMPOLA,NOVA FARMA,METILPREDNISOLONA INJETAVEL 500MG C/DILUENTE (G),FRASCO AMPOLA,25
538,7898148293704,1256800260061,GENERICO,FRASCO,PRATI DONADUZZI,NISTATINA SUSPENSAO ORAL 50ML (G),FRASCO,50
546,7896676403404,1029802260164,LONGACTIL,COMPRIMIDO,CRISTALIA,CLORPROMAZINA 25MG COMPRIMIDO (C1)***,COMPRIMIDO,200
547,7896676403398,1029802260172,LONGACTIL,COMPRIMIDO,CRISTALIA,CLORPROMAZINA 100MG COMPRIMIDO (C1)***,COMPRIMIDO,200
558,7898148294121,1256800410029,GENERICO,COMPRIMIDO,PRATI DONADUZZI,DIPIRONA 500MG COMPRIMIDO (G),COMPRIMIDO,500
561,7898505091370,1779400080022,MENOPRIN,COMPRIMIDO,MABRA,"ESTROGENIOS CONJUGADOS 0,625MG COMPRIMIDO",COMPRIMIDO,28
562,7896676403299,1029800160121,FENOCRIS,COMPRIMIDO,CRISTALIA,FENOBARBITAL 100MG COMPRIMIDO (B1)***,COMPRIMIDO,200
563,7896676401332,1029800160030,FENOCRIS,FRASCO,CRISTALIA,FENOBARBITAL GOTAS 4% 20ML (B1)***,FRASCO,10
564,7898123902546,1134301530031,GENERICO,COMPRIMIDO,HIPOLABOR,FUROSEMIDA 40MG COMPRIMIDO (G),COMPRIMIDO,500
565,7896676405194,1029800200253,HALO,COMPRIMIDO,CRISTALIA,HALOPERIDOL 5MG COMPRIMIDO (C1)***,COMPRIMIDO,200
567,7898049791309,1039201400031,VITAGLÓS,TUBO,VITAMEDIC,OXIDO DE ZINCO+VITAMINA A+D POMADA 45GR,TUBO,50
568,7897732604254,ISENTO,XAROPE SANTO ANTONIO,FRASCO,SOBRAL,IODETO DE POTASSIO SUSPENSAO XAROPE 100ML,FRASCO,1
571,7896676403381,1029800280095,LEVOZINE,COMPRIMIDO,CRISTALIA,LEVOMEPROMAZINA 25MG COMPRIMIDO (C1)***,COMPRIMIDO,200
572,7896676403374,1029800280151,LEVOZINE,COMPRIMIDO,CRISTALIA,LEVOMEPROMAZINA 100MG COMPRIMIDO (C1)***,COMPRIMIDO,200
573,7896676405644,1029803570108,XYLESTESIN,FRASCO,CRISTALIA,LIDOCAINA SPRAY 10% 50ML,FRASCO,1
582,7898133131455,1384100040158,MASFEROL,FRASCO,NATULAB,SULFATO FERROSO GOTAS 125MG/ML 30ML,FRASCO,100
585,7896676403497,1029800440084,TEGRETARD,COMPRIMIDO,CRISTALIA,CARBAMAZEPINA 400MG COMPRIMIDO (C1)***,COMPRIMIDO,200
593,7896676403220,1029802250053,AMYTRIL,COMPRIMIDO,CRISTALIA,AMITRIPTILINA 25MG COMPRIMIDO (C1)***,COMPRIMIDO,200
594,7897917001397,1057101070011,BELSPAN COMPOSTO,COMPRIMIDO,BELFAR,BROMETO DE N-BUTIL ESCOPOLAMINA+DIPIRONA COMPRIMIDO,COMPRIMIDO,20
595,7896676403251,1029800960045,CINETOL,COMPRIMIDO,CRISTALIA,BIPERIDENO 2MG COMPRIMIDO (C1)***,COMPRIMIDO,200
597,7896676405170,1029800200229,HALO,COMPRIMIDO,CRISTALIA,HALOPERIDOL 1MG COMPRIMIDO (C1)***,COMPRIMIDO,200
598,7896676403350,1029800230136,IMIPRA,COMPRIMIDO,CRISTALIA,IMIPRAMINA 25MG COMPRIMIDO (C1)***,COMPRIMIDO,200
600,7896676403459,1029800420083,PAMERGAN,COMPRIMIDO,CRISTALIA,PROMETAZINA 25MG COMPRIMIDO,COMPRIMIDO,200
601,7896676401578,1029800260048,KOLLAGENASE C/ CLOR.,TUBO,CRISTALIA,COLAGENASE C/ CLORANFENICOL POMADA 30GR,TUBO,10
605,7896676406177,1029800970423,DIMORF,COMPRIMIDO,CRISTALIA,MORFINA 10MG COMPRIMIDO (A1)***,COMPRIMIDO,50
619,7899547504729,1256802090021,GENERICO,COMPRIMIDO,PRATI DONADUZZI,SULFAMETOXAZOL+TRIMETOPRIMA 400/80MG COMPRIMIDO (G),COMPRIMIDO,200
621,7898133131981,1384100340062,MUCOBRONQ,FRASCO,NATULAB,CARBOCISTEINA SUSPENSAO ADULTO 50MG/ML 100ML,FRASCO,50
623,7896676402520,1029802260131,LONGACTIL,FRASCO,CRISTALIA,CLORPROMAZINA GOTAS 4% 20ML (C1)***,FRASCO,10
626,7896112147107,1037003030029,GENERICO,TUBO,TEUTO,METRONIDAZOL GEL VAGINAL 50GR (G),TUBO,50
630,0000000000630,1410700250156,CAPTOSEN,COMPRIMIDO,PHARLAB,CAPTOPRIL 50MG COMPRIMIDO,COMPRIMIDO,900
631,7896676412079,1029801070045,PARKIDOPA,COMPRIMIDO,CRISTALIA,LEVODOPA+CARBIDOPA 250/25MG COMPRIMIDO,COMPRIMIDO,200
638,7896676402308,1029800280133,LEVOZINE,FRASCO,CRISTALIA,LEVOMEPROMAZINA GOTAS 40MG/ML 20ML (C1)***,FRASCO,10
639,7896137101092,1071401140037,LOPURAX,COMPRIMIDO,SANVAL,ALOPURINOL 100MG COMPRIMIDO,COMPRIMIDO,500
642,7899095211063,1542300400031,GLICEFOR,COMPRIMIDO,GEOLAB,METFORMINA 850MG COMPRIMIDO,COMPRIMIDO,1000
647,7898148299140,1256800910048,GENERICO,FRASCO,PRATI DONADUZZI,DROPROPIZINA SUSPENSAO ADULTO 3MG/ML 120ML  (G),FRASCO,50
648,7898148299119,1256800910013,GENERICO,FRASCO,PRATI DONADUZZI,"DROPROPIZINA SUSPENSAO INFANTIL 1,5MG/ML 120ML (G)",FRASCO,50
651,7896137101405,1071400990029,VITADESAN,FRASCO,SANVAL,VITAMINA A 3.000UI + D 800UI 10ML GOTAS,FRASCO,50
657,7896137122509,1071402370044,GENERICO,COMPRIMIDO,SANVAL,PREDNISONA 5MG COMPRIMIDO (G),COMPRIMIDO,500
659,7896112190127,1037004420270,GENÉRICO,COMPRIMIDO,TEUTO,ENALAPRIL 20MG COMPRIMIDO (G),COMPRIMIDO,30
661,7896241274903,1097401010021,NORESTIN,COMPRIMIDO,BIOLAB SANUS,"NORETISTERONA 0,35MG COMPRIMIDO",COMPRIMIDO,35
674,7896523211541,1438100580279,ENALAMED,COMPRIMIDO,CIMED,ENALAPRIL 5MG COMPRIMIDO,COMPRIMIDO,500
676,7896112148692,1037003790041,GENERICO,COMPRIMIDO,TEUTO,PROPRANOLOL 40MG COMPRIMIDO (G),COMPRIMIDO,100
690,7898148290314,1256801340032,GENERICO,COMPRIMIDO,PRATI DONADUZZI,SIMETICONA 40MG COMPRIMIDO (G),COMPRIMIDO,600
691,7898148299027,1256800900026,GENERICO,FRASCO,PRATI DONADUZZI,BROMETO DE IPRATROPIO GOTAS 20ML (G),FRASCO,200
692,7898216361601,1410700590021,GENERICO,COMPRIMIDO,PHARLAB,"DIGOXINA 0,25MG COMPRIMIDO (G)",COMPRIMIDO,500
694,7896676410921,1029802000091,RISPERIDON,COMPRIMIDO,CRISTALIA,RISPERIDONA 2MG COMPRIMIDO (C1)***,COMPRIMIDO,200
695,7896676410938,1029802000103,RISPERIDON,COMPRIMIDO,CRISTALIA,RISPERIDONA 3MG COMPRIMIDO (C1)***,COMPRIMIDO,200
