5207,ENAPROTEC 10 MG 30 CP ENALAPRIL SAN.,7897595601476,  -   ,  -   ,,,30
5215,ENAPROTEC 20 MG 30 CP ENALAPRIL SAN.,7897595601483,  -   ,  -   ,,,30
5410,SINVASTACOR 20 MG 30 CP SINVASTATINA SAN.,7897595601773,"  0,11 ","  0,11 ","  3,35 ","  3,34 ",30
5428,SECTIL 1000 MG 4 CP SECNIDAZOL BRA.,7898100243228,"  1,33 ","  1,33 ","  5,30 ","  5,32 ",4
5479,AMLOVASC 5 MG 30 CP ANLODIPINA SAN.,7897595601780,"  0,07 ","  0,07 ","  2,20 ","  2,16 ",30
5487,AMLOVASC 10 MG 30 CP ANLODIPINA SAN.,7897595601797,"  0,12 ","  0,12 ","  3,64 ","  3,50 ",30
5720,CAPTOPRIL G. SAN 25 MG 30 CP,7897595603357,  -   ,  -   ,,,30
5738,CAPTOPRIL G. SAN 50 MG 30 CP,7897595603364,  -   ,  -   ,,,30
5797,FLOX 400 MG 14 CP NORFLOXACINO SAN. (*),7897595601667,  -   ,"  0,76 ",,"  10,62 ",14
5908,CORTITOP CR 10 G DEXAMETASONA MUL.,7896472502110,"  2,44 ","  2,41 ","  2,44 ","  2,41 ",1
6025,ENALAPRIL G. SAN 5 MG 30 CP,7897595602251,  -   ,  -   ,,,30
6033,ENALAPRIL G. SAN 10 MG 30 CP,7897595602268,  -   ,  -   ,,,30
6041,ENALAPRIL G. SAN 20 MG 30 CP,7897595602275,  -   ,"  0,49 ",,"  14,84 ",30
6521,AMPICILAB 500 MG 10 CA AMPICILINA MUL. (*),7896472508303,"  0,64 ","  0,62 ","  6,41 ","  6,19 ",10
6556,SPECTOLAB XPE INF 120 ML IOD POT+ASSOC MUL.,7896472508211,"  4,99 ","  5,00 ","  4,99 ","  5,00 ",1
6564,SPECTOLAB XPE AD 150 ML IOD POT+ASSOC MUL.,7896472508228,"  5,30 ","  5,29 ","  5,30 ","  5,29 ",1
6866,DIGEVITA GTS 4 MG/ML 20 ML BROMOPRIDA NVT.,7897848500389,"  2,89 ","  2,60 ","  2,89 ","  2,60 ",1
6939,TERMOMETRO MEDFEBRE OVAL ENC. LOGO INC.,7896540751266,  -   ,  -   ,,,1
7200,HERVIRAX 50 MG CR 10 G ACICLOVIR PLB.,7898216360291,"  4,10 ","  4,04 ","  4,10 ","  4,04 ",1
7234,AMBROL 30 MG/5 ML XPE AD 100 ML AMBROXOL BRA.,7898100243150,"  4,60 ","  4,29 ","  4,60 ","  4,29 ",1
7242,AMBROL 15 MG/5 ML XPE INF 100 ML AMBROXOL BRA.,7898100241026,"  4,36 ","  4,19 ","  4,36 ","  4,19 ",1
7307,ATROVEX 20 ML GTS BUTILB ESCOP+DIP MED.,7896862940096,"  8,06 ","  8,03 ","  8,06 ","  8,03 ",1
7374,SECNIHEXAL 1000 MG 2 CP SECNIDAZOL SAN.,7897595602558,"  1,62 ","  1,56 ","  3,24 ","  3,12 ",2
7463,NEODAZOL SOL NASAL 30 ML NAFAZOLINA NVT.,7897848500037,"  1,73 ","  1,73 ","  1,73 ","  1,73 ",1
7501,SECNIHEXAL 1000 MG 4 CP SECNIDAZOL SAN.,7897595602565,"  1,45 ","  1,45 ","  5,79 ","  5,79 ",4
8044,NEBACTRINA 5 MG POM 10 G NEOMICINA+BACT PLB. (*),7898216360239,"  3,99 ","  3,91 ","  3,99 ","  3,91 ",1
8125,TETRAMED 500 MG 25X4 CA TETRACICLINA MED. (*),7896862970031,"  0,29 ","  0,30 ","  28,83 ","  29,85 ",100
8354,DIPIMED 500 MG 50X4 CP DIPIRONA MED.,7896862910013,"  10,77 ","  10,78 ","  43,10 ","  43,14 ",4
8648,ATENOLOL G. SAN 25 MG 30 CP,7897595602572,"  0,05 ","  0,05 ","  1,47 ","  1,37 ",30
8656,ATENOLOL G. SAN 50 MG 30 CP,7897595602589,"  0,08 ","  0,08 ","  2,40 ","  2,40 ",30
8664,CIPROFLOXACINO G. SAN 500 MG 14 CP (*),7897595602404,"  0,42 ","  0,42 ","  5,84 ","  5,84 ",14
8729,VITAMINA C 500 MG 20 CP MED.,7896862910068,"  0,29 ","  0,29 ","  5,90 ","  5,87 ",20
9040,OLEO MINERAL 100 ML NVT.,7897848500099,"  3,61 ","  3,90 ","  3,61 ","  3,90 ",1
9571,FUNGONAZOL XAMP 100 ML CETOCONAZOL MED.,7896862912024,"  6,64 ","  7,37 ","  6,64 ","  7,37 ",1
9580,GLICONIL 5 MG 30 CP GLIBENCLAMIDA MED.,7896862910556,"  0,04 ","  0,04 ","  1,19 ","  1,19 ",30
9601,NIFEDIPRESS RETARD 20 MG 30 CP NIFEDIPINA MED.,7896862910747,"  0,16 ","  0,17 ","  4,66 ","  4,96 ",30
9776,AS-MED 500 MG 20X10 CP ACIDO ACETIL MED.,7896862910105,"  3,68 ","  3,68 ","  36,84 ","  36,84 ",10
9784,BOLDOBEBA 60 FLC 10 ML BOLDO+ASSOC MED.,7896862922085,"  37,40 ","  36,58 ","  37,40 ","  36,58 ",1
9830,MICOSTALAB SUS 50 ML NISTATINA MUL.,7896472502158,"  6,69 ","  6,73 ","  6,69 ","  6,73 ",1
10090,SABONETE AROEIRA 100 G ART.,7898277710950,"  4,02 ","  3,52 ","  4,02 ","  3,52 ",1
10103,SABONETE ACNOL 80 G ENXO+AC SALIC ART.,7898277710332,"  4,05 ","  3,82 ","  4,05 ","  3,82 ",1
10499,BERINAT 500 MG 30 CA BERINJELA ART.,7898277711056,"  0,20 ","  0,20 ","  6,01 ","  6,07 ",30
10502,ALHONAT 250 MG 30 CA OLEO DE ALHO ART.,7898277711049,"  0,20 ","  0,19 ","  6,03 ","  5,78 ",30
10677,MUCONAT AD XPE 120 ML AMBROXOL NVT.,7897848500051,  -   ,"  4,34 ",,"  4,34 ",1
10693,MUCONAT INF XPE 120 ML AMBROXOL NVT.,7897848500136,"  4,19 ","  4,19 ","  4,19 ","  4,19 ",1
10707,MUCONAT GTS 50 ML AMBROXOL NVT.,7897848500112,  -   ,"  2,89 ",,"  2,89 ",1
10820,VITAMINA C GTS 20 ML MED.,7896862940034,"  3,00 ","  3,05 ","  3,00 ","  3,05 ",1
11100,CETIHEXAL 10 MG 12 CP CETIRIZINA SAN.,7897595603173,  -   ,  -   ,,,12
11142,TURBOVIT 60 FLAC 10 ML GUARA+ASSOC ART.,7898277710431,"  34,34 ","  34,93 ","  34,34 ","  34,93 ",1
11150,EXTRATO DE PROPOLIS 20 ML ART.,7898277711087,"  7,80 ","  7,94 ","  7,80 ","  7,94 ",1
11215,TYLAFLEX 750 MG 12 CP PARACETAMOL MED.,7896862910488,  -   ,  -   ,,,12
11444,LOZEPREL 20 MG 14 CA OMEPRAZOL MUL.,7896472502257,  -   ,  -   ,,,14
11606,ALGY-FLANDERIL 300 MG 20 CP IBUPROFENO VIT.,7898049796502,"  0,14 ","  0,15 ","  2,83 ","  2,96 ",20
11665,MIOCARDIL 30 MG 30 CP NIMODIPINA VIT.,7898049790593,"  0,26 ","  0,21 ","  7,76 ","  6,19 ",30
11762,TAMOXIFENO G. SAN 20 MG 30 CP,7897595601834,"  3,45 ","  3,39 ","  103,43 ","  101,65 ",30
11770,DOXAZOSINA G. SAN 2 MG 30 CP,7897595602510,"  0,20 ","  0,19 ","  5,96 ","  5,82 ",30
11789,DOXAZOSINA G. SAN 4 MG 30 CP,7897595602527,"  0,62 ","  0,55 ","  18,57 ","  16,56 ",30
11797,ALOPURINOL G. SAN 300 MG 30 CP,7897595602114,"  0,33 ","  0,33 ","  9,98 ","  9,81 ",30
11819,CETIRIZINA G. SAN 10 MG 12 CP,7897595617484,  -   ,  -   ,,,12
11975,BUTACID 200 MG 20X10 DG FENILBUT CALC VIT.,7898049794690,"  0,23 ","  0,12 ","  45,31 ","  24,07 ",200
11991,NIMELIT 100 MG 12 CP NIMESULIDA VIT.,7898049797301,"  0,10 ","  0,10 ","  1,21 ","  1,25 ",12
12009,VERTIZAN 10 MG 50 CP FLUNARIZINA VIT.,7898049790586,"  0,10 ","  0,09 ","  4,81 ","  4,48 ",50
12025,SEDALIVE 100 MG 20X10 CP AC ACETILSALICILICO VIT.,7898049799008,  -   ,  -   ,,,10
12181,QUADRINEO CR 15 G VAL. BETAMETASONA+ASSOC VIT. (*),7898049793709,"  3,20 ","  4,76 ","  3,20 ","  4,76 ",1
12190,QUADRINEO POM 15 G VAL. BETA+GENT+TOLN+CLIOQ VIT. (*),7898049793730,"  5,79 ","  5,70 ","  5,79 ","  5,70 ",1
12270,DIPIMED GTS 20 ML DIPIRONA MED.,7896862940058,"  2,15 ","  2,15 ","  2,15 ","  2,15 ",1
12289,VOMISTOP GTS 10 ML METOCLOPRAMIDA MED.,7896862940041,"  1,73 ","  1,78 ","  1,73 ","  1,78 ",1
12300,PETIVIT BC XPE 240 ML CIPROEPT+ASSOC BRA.,7898100240432,"  9,58 ","  9,64 ","  9,58 ","  9,64 ",1
12408,SOTALOL G. SAN 160 MG 20 CP,7897595602053,"  0,93 ","  0,92 ","  18,68 ","  18,45 ",20
12416,ACICLOVIR G. SAN 200 MG 25 CP,7897595602626,"  0,33 ","  0,34 ","  8,35 ","  8,38 ",25
12483,SINVASTATINA G. SAN 10 MG 30 CP,7897595609816,"  0,12 ","  0,12 ","  3,55 ","  3,55 ",30
12491,SINVASTATINA G. SAN 20 MG 30 CP,7897595609854,"  0,12 ","  0,12 ","  3,70 ","  3,70 ",30
12564,VERAPAMIL G. SAN 120 MG 20 CP,7897595602312,  -   ,"  0,62 ",,"  12,46 ",20
12840,PREDCORT 5 MG 20 CP PREDNISONA VIT.,7898049798001,"  0,16 ","  0,16 ","  3,20 ","  3,19 ",20
12858,PREDCORT 20 MG 20 CP PREDNISONA VIT.,7898049794096,"  0,34 ","  0,31 ","  6,71 ","  6,23 ",20
12866,LORASLIV 10 MG 12 CP LORATADINA VIT.,7898049790180,"  0,12 ","  0,12 ","  1,44 ","  1,48 ",12
12939,CAPOX 25 MG 30 CP CAPTOPRIL GEO.,7899095200067,"  0,06 ","  0,07 ","  1,81 ","  1,99 ",30
12947,TRAXONOL 100 MG 4 CA ITRACONAZOL GEO.,7899095200296,"  1,40 ","  1,50 ","  5,60 ","  5,98 ",4
12955,TRAXONOL 100 MG 15 CA ITRACONAZOL GEO.,7899095201378,"  0,90 ","  0,78 ","  13,52 ","  11,68 ",15
12971,LANZOPEPT 30 MG 14 CA LANSOPRASOL GEO.,7899095200630,"  0,55 ","  0,44 ","  7,71 ","  6,21 ",14
13013,NISOFLAN 100 MG 12 CP NIMESULIDA GEO.,7899095200500,"  0,13 ","  0,01 ","  1,58 ","  0,13 ",12
13021,SODIX 50 MG 20 CP DICL SODICO GEO.,7899095201187,"  0,11 ","  0,11 ","  2,18 ","  2,14 ",20
13030,FLUCANIL 150 MG 02 CA FLUCONAZOL GEO.,7899095200531,"  1,00 ","  0,98 ","  1,99 ","  1,97 ",2
13048,HYSTIN 2 MG 20 CP DEXCLORFENIRAMINA  GEO.,7899095200425,"  0,03 ","  0,07 ","  0,64 ","  1,38 ",20
13072,TYLALGIN 750 MG 50X4 CP PARACETAMOL GEO.,7899095220065,  -   ,  -   ,,,4
13080,AMIORON 200 MG 20 CP AMIODARONA GEO.,7899095200456,"  0,76 ","  0,62 ","  15,10 ","  12,46 ",20
13102,FLEXALGIN 25X4 CP PARAC+ASSOC GEO.,7899095201279,  -   ,  -   ,,,4
13110,FLEXALGIN 30 CP PARAC+ASSOC GEO.,7899095201255,"  0,27 ","  0,28 ","  8,21 ","  8,39 ",30
13153,GUARA ACAO 50 G GUARA PO ART.,7898277710059,"  9,57 ","  8,26 ","  9,57 ","  8,26 ",1
13161,GUARA ACAO 500 MG 30 CA GUARAPO ART.,7898277711032,"  0,19 ","  0,19 ","  5,79 ","  5,78 ",30
13307,CAPOX 50 MG 30 CP CAPTOPRIL GEO.,7899095262942,"  0,16 ","  0,11 ","  4,86 ","  3,27 ",30
13692,NIMELIT GTS 15 ML NIMESULIDA VIT.,7898049797325,"  1,78 ","  2,03 ","  1,78 ","  2,03 ",1
13820,APIS FRESH MEL PROP GENGIBRE SPR 35 ML ART.,7898277710370,"  4,61 ","  4,54 ","  4,61 ","  4,54 ",1
13838,APIS FRESH MEL PROP MENTA SPR 35 ML ART.,7898277710387,  -   ,  -   ,,,1
13846,APIS FRESH MEL PROP ROMA SPR 35 ML ART.,7898277710394,"  4,65 ","  4,34 ","  4,65 ","  4,34 ",1
14109,PANTOPAZ 20 MG 28 CP PANTOPRAZOL SAN.,7897595603111,"  0,32 ","  0,32 ","  9,02 ","  8,98 ",28
14133,PANTOPAZ 40 MG 28 CP PANTOPRAZOL SAN.,7897595603128,  -   ,"  0,63 ",,"  17,51 ",28
14362,FLUOXETINA G. SAN 20 MG 30 CA (C1),7897595601865,"  0,29 ","  0,32 ","  8,76 ","  9,65 ",30
14389,CITALOPRAM G. SAN 20 MG 30 CP (C1),7897595602954,  -   ,"  0,19 ",,"  5,74 ",30
14397,ZOLPIDEM G. SAN 10 MG 10 CP (B1),7897595603449,  -   ,  -   ,,,10
14400,ZOLPIDEM G. SAN 10 MG 20 CP (B1),7897595603456,"  0,41 ","  0,41 ","  8,23 ","  8,23 ",20
14753,"CIXIN 0,5 MG 20 CP COLCHICINA GEO.",7899095255241,"  0,24 ","  0,28 ","  4,87 ","  5,50 ",20
14826,TELOL 50 MG 30 CP ATENOLOL GEO.,7899095201873,"  0,14 ","  0,14 ","  4,32 ","  4,15 ",30
14834,TELOL 25 MG 30 CP ATENOLOL GEO.,7899095201866,"  0,09 ","  0,10 ","  2,80 ","  2,94 ",30
14842,TITENIL 20 MG 10 CP TENOXICAN GEO.,7899095258082,"  0,43 ","  0,37 ","  4,34 ","  3,73 ",10
15253,NEOSALDOR 20 CP ISO+TENO+DIP+CAFEINA PHA.,7898014560589,  -   ,"  0,22 ",,"  4,34 ",20
15261,ENTEROFTAL 40 MG 20 CP DIMETICONA PHA.,7898014560718,  -   ,  -   ,,,20
15300,ANEMIFER XPE 100 ML SULF FERROSO PHA.,7898014560527,"  3,40 ","  3,61 ","  3,40 ","  3,61 ",1
15504,ACICLOVIR G. SAN 400 MG 30 CP,7897595603494,"  1,10 ","  1,10 ","  33,13 ","  33,06 ",30
15695,COMPLEXO B XPE 100 ML MED.,7896862990022,"  3,05 ","  3,14 ","  3,05 ","  3,14 ",1
15733,CETOBETA CR 30 G CETO+BET+NEOM BUN. (*),7893454100630,"  6,42 ","  6,41 ","  6,42 ","  6,41 ",1
15741,CETOBETA POM 30 G CETO+BET+NEOM BUN.(*),7893454100647,"  6,39 ","  6,42 ","  6,39 ","  6,42 ",1
15768,DERMOSALIC LOC 30 ML BETAMETASONA+AC SALIC BUN.,7893454100654,"  10,16 ","  10,21 ","  10,16 ","  10,21 ",1
15776,DERMOSALIC POM 30 G BETAMETASONA+AC SALIC BUN.,7893454100661,"  8,63 ","  8,19 ","  8,63 ","  8,19 ",1
15849,REDVIT TABLETE FR 50 CP POLIVIT+MINERAIS DEL.,7893454100104,"  0,33 ","  0,32 ","  16,59 ","  16,20 ",50
15881,TANDENE 30 CP PARACETAMOL+ASSOC BUN.,7893454100685,"  0,23 ","  0,23 ","  6,82 ","  6,82 ",30
16012,TIADOL POM 20 G TIABENDAZOL BUN.,7893454100715,"  6,90 ","  6,89 ","  6,90 ","  6,89 ",1
16020,TIADOL SAB 65 G TIABENDAZOL BUN.,7893454100708,"  12,13 ","  12,01 ","  12,13 ","  12,01 ",1
16071,GRIPALCE 50X4 CA PARACETAMOL+ASSOC BRA.,7898100241804,"  0,22 ","  0,24 ","  43,61 ","  48,21 ",200
16837,ATENOLOL G. SAN 100 MG 30 CP,7897595602596,  -   ,  -   ,,,30
17213,FELDANAX 20 MG 15 CA PIROXICAM GEO.,7899095200135,"  0,19 ","  0,16 ","  2,86 ","  2,37 ",15
17221,GLICEFOR 850 MG 30 CP METFORMINA GEO.,7899095201484,"  0,18 ","  0,16 ","  5,26 ","  4,95 ",30
17353,PRO-CALCIO D3 500 MG 30 CP CALC+VIT ART.,7898277711186,"  0,23 ","  0,24 ","  6,96 ","  7,10 ",30
17426,MASCARA AD SAIDA FRONTAL NS.,7896436900204,"  5,70 ","  5,70 ","  5,70 ","  5,70 ",1
17434,MASCARA PLAST NEBULIZACAO INF NS.,7896436900211,"  5,74 ","  5,71 ","  5,74 ","  5,71 ",1
17477,FORMYN 500 MG 30 CP METFORMINA MUL.,7896004777573,"  0,15 ","  0,15 ","  4,46 ","  4,42 ",30
17540,PIOLETAL PLUS 50MG/ML LOCAO 60 ML PERMETRINA DEL.,7893454103921,"  11,85 ","  11,85 ","  11,85 ","  11,85 ",1
17590,TANDERALGIN 15 CP PARACETAMOL+ASSOC DEL.,7893454209913,"  0,24 ","  0,24 ","  3,61 ","  3,60 ",15
17604,OSSOTRAT-D 600/200 MG/UI 60 CP CALCIO+VIT DEL.,7893454212012,"  0,27 ","  0,26 ","  15,96 ","  15,73 ",60
17639,ACERATUM 10 ML SOL OTOL PEROXIDO UREIA CEL.,7893454300115,"  4,66 ","  4,54 ","  4,66 ","  4,54 ",1
17671,DESPIN SAB 60 G AC EST+ENXOFRE DEL.,7893454137100,"  4,74 ","  4,71 ","  4,74 ","  4,71 ",1
17698,SABONETE GLICERINA 100 G ART.,7898277711247,"  2,29 ","  2,15 ","  2,29 ","  2,15 ",1
17817,GLICAMIN 5 MG 30 CP GLIBENCLAMIDA GEO.,7899095201781,"  0,06 ","  0,05 ","  1,74 ","  1,59 ",30
17833,GASTROGEL 20 CP HID ALUMINIO+ASSOC MED.,7896862910037,"  0,30 ","  0,28 ","  5,95 ","  5,65 ",20
17850,GRIPINEW 20 CP CLOFEN+CAFEINA+DIP MED.,7896862920029,"  0,16 ","  0,18 ","  3,24 ","  3,58 ",20
17930,FORMYN 850 MG 30 CP METFORMINA MUL.,7896004777580,"  0,22 ","  0,22 ","  6,54 ","  6,56 ",30
17949,FORMYN 1 G 30 CP METFORMINA MUL.,7896472502400,"  0,31 ","  0,31 ","  9,15 ","  9,26 ",30
18082,DORSANOL GTS 15 ML ABACAXI+MENTA  PARACETAMOL MUL.,7896472502271,"  1,99 ","  2,04 ","  1,99 ","  2,04 ",1
18120,DIPIMED GTS 10 ML DIPIRONA MED.,7896862940027,"  1,50 ","  1,58 ","  1,50 ","  1,58 ",1
18155,MEDTRIM SUS 100 ML SULFAMETAZOL+TRIMET MED. (*),7896862960124,  -   ,  -   ,,,1
18376,ENDROSTAN 70 MG 4 CP ALENDRONATO DEL.,7893454100012,  -   ,"  0,39 ",,"  1,56 ",4
18473,DORALFLEX 20X10 BLT DIPIRONA+ASSOC PHA.,7898014562163,  -   ,"  0,14 ",,"  27,53 ",200
18481,NASORUB 40 G 30 FR MENTOL+CANFORA+ASSOC PHA.,7898014565539,  -   ,  -   ,,,1
18899,CIPROFLOXACINO G. SAN 500 MG 06 CP (*),7897595602398,"  2,90 ","  2,90 ","  17,39 ","  17,39 ",6
18902,DOXICICLINA G. SAN 100 MG 20 CP (*),7897595602206,"  1,06 ","  1,06 ","  21,29 ","  21,29 ",20
18953,DOXICICLINA G. SAN 100 MG 15 CP (*),7897595602473,"  1,13 ","  1,13 ","  16,91 ","  16,91 ",15
18970,DORSANOL 750 MG 20X10 CP PARACETAMOL MUL.,7896472502592,"  7,85 ","  7,84 ","  78,51 ","  78,43 ",10
19003,LANZOPEPT 30 MG 28 CA LANSOPRAZOL GEO.,7899095200647,"  0,40 ","  0,43 ","  11,34 ","  12,01 ",28
19178,AS-MED INF 100 MG 10X20 CP ACIDO ACETIL MED.,7896862910372,"  0,55 ","  0,55 ","  10,94 ","  10,94 ",20
19321,DORSANOL 500 MG 20X10 CP PARACETAMOL MUL.,7896472502585,"  6,74 ","  6,72 ","  67,37 ","  67,24 ",10
19330,DORSANOL 500 MG 20 CP PARACETAMOL MUL.,7896472502622,"  0,21 ","  0,19 ","  4,27 ","  3,85 ",20
19348,DORSANOL 750 MG 20 CP PARACETAMOL MUL.,7896472502615,"  0,24 ","  0,23 ","  4,83 ","  4,64 ",20
19356,CEFAGEL 500 MG 10 CA CEFALEXINA MUL. (*),7896472502943,"  0,56 ","  0,57 ","  5,65 ","  5,65 ",10
19410,TONICO VITAL SOL 500 ML SULF FERROSO+ASSOC GLO.,7899620910713,"  5,74 ","  6,40 ","  5,74 ","  6,40 ",1
19518,TAMOXIFENO G. SAN 10 MG 30 CP,7897595601889,  -   ,"  1,97 ",,"  59,17 ",30
19550,SALICETIL 100 MG 50X10 CP ACIDO ACET BRA.,7898100241897,"  2,64 ","  2,63 ","  26,39 ","  26,32 ",10
19631,COLASTIN 300 MG 30 CA COLAG ART.,7898277711209,"  0,19 ","  0,21 ","  5,78 ","  6,27 ",30
19801,AMOXICILINA G. NEO 250 MG SUS 150 ML (*),7896714205731,"  5,82 ","  5,99 ","  5,82 ","  5,99 ",1
19810,AMOXICILINA G. NEO 500 MG 15 CA (*),7896714204079,"  0,37 ","  0,41 ","  5,60 ","  6,19 ",15
19828,AMOXICILINA G. NEO 500 MG 21 CA (*),7896714207384,"  0,27 ","  0,26 ","  5,70 ","  5,44 ",21
19852,CETOCONAZOL G. NEO 200 MG 10 CP,7896714207032,  -   ,"  0,73 ",,"  7,29 ",10
19887,CIPROFLOXACINO G. NEO 500 MG 6 CP (*),7896714205762,"  1,68 ","  1,95 ","  10,10 ","  11,68 ",6
19917,PROPRANOLOL G. NEO 40 MG 30 CP,7896714205182,"  0,10 ","  0,10 ","  2,93 ","  2,96 ",30
19976,HIDROCLOROTIAZIDA G. NEO 50 MG 20 CP,7896714205779,"  0,07 ","  0,07 ","  1,38 ","  1,39 ",20
19984,ENALAPRIL G. NEO 10 MG 30 CP,7896714205823,"  0,07 ","  0,08 ","  2,25 ","  2,54 ",30
20010,METRONIDAZOL G. NEO 250 MG 20 CP (*),7896714205809,"  0,22 ","  0,22 ","  4,33 ","  4,36 ",20
20036,NIMESULIDA G. NEO GTS 50 MG 15 ML,7896714206080,"  4,52 ","  5,48 ","  4,52 ","  5,48 ",1
20060,MICONAZOL G. NEO LOC 30 ML,7896714209647,"  9,18 ","  9,35 ","  9,18 ","  9,35 ",1
20095,VAL. BETAMETASONA G. NEO 1 MG/ML CR 30 G,7896714205861,"  5,92 ","  6,14 ","  5,92 ","  6,14 ",1
20109,"CLOBETASOL G. NEO POM 0,5 MG/G 30 G",7896714207018,"  5,43 ","  5,55 ","  5,43 ","  5,55 ",1
20117,ACICLOVIR G. NEO 50 MG/G CR 10 G,7896714203096,"  4,06 ","  4,08 ","  4,06 ","  4,08 ",1
20150,CETOCONAZOL G. NEO CR 30 G,7896714203416,"  5,18 ","  5,48 ","  5,18 ","  5,48 ",1
20168,AMBROXOL G. NEO 6 MG/ML XPE AD 120 ML,7896714202891,"  5,37 ","  8,26 ","  5,37 ","  8,26 ",1
20176,AMBROXOL G. NEO 3 MG/ML XPE INF 120 ML,7896714202921,"  6,68 ","  6,81 ","  6,68 ","  6,81 ",1
20192,"DICLOFENACO DIETILAMONICO G. NEO GEL 11,6 MG 60 G",7896714204413,"  5,24 ","  5,69 ","  5,24 ","  5,69 ",1
20222,DIPIRONA G. NEO SOL 500 MG/ML 10 ML,7896714201177,"  1,47 ","  1,47 ","  1,47 ","  1,47 ",1
20230,DEXCLORFENIRAMINA G. NEO SOL 2 MG/5 ML 120 ML,7896714203645,"  3,36 ","  3,74 ","  3,36 ","  3,74 ",1
20290,PARACETAMOL G. NEO GTS 15 ML,7896714204185,"  3,83 ","  3,78 ","  3,83 ","  3,78 ",1
20354,SECNIMAX 1000 MG 2 CP SECNIDAZOL GLO.,7898060138220,"  1,44 ","  1,31 ","  2,88 ","  2,62 ",2
20761,ENALAPRIL G. NEO 5 MG 30 CP,7896714205830,"  0,16 ","  0,16 ","  4,70 ","  4,71 ",30
20770,ENALAPRIL G. NEO 20 MG 30 CP,7896714205816,"  0,25 ","  0,28 ","  7,57 ","  8,36 ",30
20842,PIROXICAM G. NEO 20 MG 15 CA,7896714209456,"  0,32 ","  0,32 ","  4,76 ","  4,75 ",15
